Article_ID;DOI;Year;Authors;Title;Journal;Volume_pages;Species;Organ/material;Corpus_status;Chemical_scope;Key_result;Source_file;Genus_count_master;Species_count_master;Taxonomic_unit_count_master;Organ_primary_count_master;Presence_record_count_master;Chemical_entity_count_master;Exact_structure_count_master;Chemical_domain_count_master;Chemical_class_count_master
L282;10.1016/j.indcrop.2018.09.004;2018;Andrade et al.;Antioxidant and antifungal activity of carnauba wax powder extracts;Industrial Crops and Products;125:220-227;Copernicia prunifera;Leaf epicuticular wax powder;Include;HPLC phenolics, class metrics and bioactivity;Gallic acid, catechin and chlorogenic acid were first reported in carnauba wax;1-s2.0-S0926669018308021-main.pdf;1;1;1;1;3;3;2;1;2
L284;10.17660/th2018/73.2.5;2018;Hoffmann et al.;Flavan-3-ol, flavanone, flavone, flavonol, phenolic acid, and stilbene contents of four Butia species (Arecaceae);Fruits;73(2):125-137;"Butia catarinensis; Butia odorata; Butia paraguayensis; Butia yatay";Ripe fruit flesh;Include;LC-MS identification and quantification of phenolics;"Twenty-two phenolics were identified; genotype-resolved phenolic-acid values were extracted";2018_2_125-137.pdf;1;4;4;1;83;22;13;1;6
L285;10.1002/cbdv.202000707;2020;Giuliani et al.;Anatomical Investigation and GC/MS Analysis of 'Coco de Mer', Lodoicea maldivica (Arecaceae);Chemistry and Biodiversity;17:e2000707;Lodoicea maldivica;Fruit exocarp and mesocarp;Include;GC-MS volatile profile;Nineteen volatile terpenoids were reported semiquantitatively;Chemistry   Biodiversity - 2020 - Giuliani - Anatomical Investigation and GC MS Analysis of  Coco de Mer   Lodoicea.pdf;1;1;1;1;19;19;13;2;2
L286;10.1155/2018/2051279;2018;Pereira-Freire et al.;In Vitro and Ex Vivo Chemopreventive Action of Mauritia flexuosa Products;Evidence-Based Complementary and Alternative Medicine;2018:2051279;Mauritia flexuosa;Fruit pulp, peel and endocarp;Include;HPLC phenolics, class metrics and simulated digestion;Five phenolics and organ-resolved bioactive-class values were retained;Evidence-Based Complementary and Alternative Medicine - 2018 - Pereira-Freire - In Vitro and Ex Vivo Chemopreventive Action.pdf;1;1;1;2;8;5;3;1;4
L287;10.4103/jpnr.JPNR_12_18;2019;Afifi et al.;Biological Evaluation of Certain Plants of Family Salicaceae and Arecaceae;Journal of Pharmaceutical Negative Results;10:32-35;"Archontophoenix alexandrae; Dictyosperma album";Leaves;Include;Qualitative phytochemical screening;Six phytochemical classes were positive in both Arecaceae leaf extracts;JPharmNegativeResults_2019_10_1-36-39.pdf;2;2;2;1;12;6;0;3;5
L289;10.3233/MNM-17174;2018;Dhanyakrishnan et al.;Morphological and molecular effects of phenolic extract from coconut kernel on human prostate cancer cell growth in vitro;Mediterranean Journal of Nutrition and Metabolism;11:21-36;Cocos nucifera;Kernel;Include;Tentative LC-MS profiling of a phenolic-rich fraction;Eight source-defined annotations were retained conservatively;dhanyakrishnan-et-al-2018-morphological-and-molecular-effects-of-phenolic-extract-from-coconut-kernel-on-human-prostate.pdf;1;1;1;1;8;8;3;3;4
L293;10.3233/JBR190449;2020;Quesada et al.;Bactris guineensis (Arecaceae) extract: polyphenol characterization, antioxidant capacity and cytotoxicity against cancer cell lines;Journal of Berry Research;online proof:1-15;Bactris guineensis;Fruit pulp;Include;HPLC-UV-HRMS proanthocyanidins and anthocyanins;Procyanidins, anthocyanins and quercetin glycosides were characterized;quesada2020.pdf;1;1;1;1;9;9;3;1;4
L294;10.17129/botsci.2057;2019;Armenta-Méndez et al.;Proximal chemical analysis and secondary metabolites in Washingtonia robusta fruit (Arecaceae): relevance for the feeding of wildlife and human;Botanical Sciences;97(2):155-166;Washingtonia robusta;Fruit pulp and seed;Include;UHPLC phenolics/flavonoids and proximate composition;Thirteen named phenolics/flavonoids and organ-resolved nutritional values were extracted;sarias,+04.-+2057.pdf;1;1;1;2;14;12;11;2;5
L295;10.1080/10286020.2017.1307187;2017;Tang et al.;Three new areca alkaloids from the nuts of Areca catechu;Journal of Asian Natural Products Research;19(12):1155-1159;Areca catechu;Nuts;Include;Isolation and full structure elucidation;Three new areca alkaloids and five known alkaloids were isolated;tang2017.pdf;1;1;1;1;8;8;4;2;2
L296;10.1080/14786419.2017.1375919;2018;Trinh et al.;New cerebroside and chondrocyte proliferation activity of Caryota mitis L.;Natural Product Research;32(22):2632-2638;Caryota mitis;Fruit;Include;Isolation and structure elucidation;One new cerebroside and eight known compounds were isolated;trinh2017.pdf;1;1;1;1;9;9;6;3;5
L297;10.1016/j.steroids.2020.108724;2020;Chi et al.;Steroidal saponins from Raphia vinifera and their cytotoxic activity;Steroids;163:108724;Raphia vinifera;Fruits;Include;Isolation and structure elucidation of steroidal saponins;Four new steroidal saponins and six known metabolites were isolated;1-s2.0-S0039128X20301501-main.pdf;1;1;1;1;10;10;5;1;2
L298;10.1016/j.jfca.2020.103611;2020;Ersan et al.;Phytochemical and mineral composition of fruits and seeds of wild-growing Bactris guineensis palms from Costa Rica;Journal of Food Composition and Analysis;94:103611;Bactris guineensis;Mesocarp, exocarp and kernel;Include;HRMS phenolics, carotenoids, tocopherol, fatty acids and minerals;Thirty phenolic peaks, carotenoids, alpha-tocopherol and kernel lipids were quantified;1-s2.0-S0889157520313168-main.pdf;1;1;1;2;48;47;24;4;12
L302;10.1016/j.matpr.2020.05.393;2021;Mariselvam et al.;An insight into leaf secretions of Asian palmyra palm: A wound healing material from nature;Materials Today: Proceedings;47:733-738;Borassus flabellifer;Leaf secretions;Include;Qualitative phytochemical screening;Six positive phytochemical classes were reported;1-s2.0-S2214785320339730-main.pdf;1;1;1;1;6;6;0;4;5
L306;10.1002/aocs.12374;2020;Didonet et al.;Characterization of Amount and Quality of Tucuman Kernel Oil as a Potential Biomass;Journal of the American Oil Chemists' Society;97:955-962;Astrocaryum aculeatum;Kernel oil;Include;Oil yield, fatty acids and oxidative stability;Lauric-rich kernel oil was characterized across Amazonian collection sites;J Americ Oil Chem Soc - 2020 - Didonet - Characterization of Amount and Quality of Tucuman Kernel Oil as a Potential.pdf;1;1;1;1;10;10;10;1;1
L308;10.1111/jfbc.13648;2021;El-Akad et al.;Comparative metabolites profiling of Caryota mitis and Caryota urens via UPLC/MS and isolation of two novel in silico chemopreventive flavonoids;Journal of Food Biochemistry;45:e13648;"Caryota mitis; Caryota urens";Leaves and fruits;Include;UPLC-HRMS metabolomics and direct flavonoid isolation;Two new 3-O-sulfated flavonol glycosides were isolated from C. mitis leaves;Journal of Food Biochemistry - 2021 - El‐Akad - Comparative metabolites profiling of Caryota mitis   Caryota urens via UPLC.pdf;1;2;3;2;15;15;9;2;7
L309;10.1021/acsomega.9b01962;2020;Oliveira et al.;Chemical Constituents and Antileishmanial and Antibacterial Activities of Essential Oils from Scheelea phalerata;ACS Omega;5:1363-1370;Scheelea phalerata;Leaves;Include;Seasonal GC-FID/GC-MS essential-oil composition;Thirty identified volatiles were reported across dry and rainy seasons;ao9b01962.pdf;1;1;1;1;33;33;30;5;9
L310;10.1080/0972060X.2020.1743768;2020;Atghaei et al.;Essential Oil Content and Composition of the Spathe in Some Date Palm Varieties in Iran;Journal of Essential Oil Bearing Plants;23:335-344;Phoenix dactylifera;Spathe;Include;Cultivar-resolved GC-MS essential-oil composition;Seventeen compounds were identified across eight date varieties;atghaei2020.pdf;1;1;1;1;17;17;16;5;7
L311;10.1080/14786419.2019.1624959;2020;Caro et al.;Chemical characterization of unconventional palm oils from Hyophorbe indica and two other endemic Arecaceae species from Reunion Island;Natural Product Research;34:3555-3563;"Hyophorbe indica; Dictyosperma album; Latania lontaroides";Seeds and seed oils;Include;Fatty acids and HPLC carotenoids;Species-resolved fatty-acid and carotenoid profiles were reported;caro2019.pdf;3;3;3;1;35;27;15;3;3
L313;10.1093/aob/mcz175;2020;Guerin et al.;Palm seed and fruit lipid composition: phylogenetic and ecological perspectives;Annals of Botany;125:157-172;174 seed and 144 fruit Arecaceae species;Seeds and mesocarp;Include;Family-wide lipid content and fatty-acid survey;A broad primary survey established phylogenetic patterns and unusual fatty-acid profiles;mcz175.pdf;0;0;1;1;10;10;7;1;1
L316;10.1080/14786419.2019.1696331;2021;Souza et al.;Antiproliferative activity and energy calculations of a new triterpene isolated from the palm tree Acrocomia totai;Natural Product Research;35:2445-2453;Acrocomia totai;Leaves;Include;Isolation, NMR, HRMS and X-ray crystallography;Totaiol was reported as a new hopane triterpene with six known metabolites;souza2019.pdf;1;1;1;1;7;7;6;2;3
L317;10.1016/j.phytochem.2021.112684;2021;Gutbrod et al.;Fatty acid isoprenoid alcohol ester synthesis in fruits of the African Oil Palm (Elaeis guineensis);Phytochemistry;185:112684;Elaeis guineensis;Mesocarp, kernel and leaves;Include;Q-TOF-MS profiling and quantification of FAPE/FAGGE molecular species;FAPEs and FAGGEs were identified and quantified in fruit tissues and leaves;1-s2.0-S0031942221000315-main.pdf;1;1;1;2;28;20;0;1;1
L318;10.1016/j.steroids.2021.108888;2021;Otify et al.;Phoenix dactylifera L. date tree pollen fertility effects on female rats in relation to its UPLC-MS profile via a biochemometric approach;Steroids;173:108888;Phoenix dactylifera;Pollen;Include;UPLC-PDA-Orbitrap-MS metabolite profiling;Seventy-six peaks were annotated, including a 2''-sulfated kaempferol hexoside;1-s2.0-S0039128X21001008-main.pdf;1;1;1;1;55;55;6;6;10
L323;10.1016/j.indcrop.2021.113246;2021;Oliveira et al.;Photoprotective and antiglycation activities of non-toxic Cocos nucifera husk fiber ethanol extract and its phenol chemical composition;Industrial Crops & Products;162:113246;Cocos nucifera;Husk fiber;Include;HPLC-UV and UHPLC-MS/MS phenolic profiling;Seven phenolics were identified in yellow dwarf coconut husk extract;1-s2.0-S0926669021000108-main.pdf;1;1;1;1;7;7;5;1;3
L324;10.1016/j.foodres.2021.110260;2021;de Souza et al.;Evaluation of antioxidant capacity, fatty acid profile, and bioactive compounds from buritirana (Mauritiella armata Mart.) oil;Food Research International;142:110260;Mauritiella armata;Fruit fractions;Include;Supercritical extraction, GC, HPLC and ESI-MS/MS;Fatty acids, alpha-tocopherol and twenty polar compounds were characterized;1-s2.0-S0963996921001599-main.pdf;1;1;1;1;21;21;9;4;7
L325;10.1016/j.foodres.2022.111995;2022;Rodrigues et al.;Determination of amino acid content, fatty acid profiles, and phenolic compounds in non-conventional edible fruits of seven species of palm trees native to southern South America;Food Research International;162:111995;Eight Arecaceae taxa;Fruit pulp and seeds;Include;HPLC/fluorescence and LC-ESI-MS/MS quantitative profiling;Amino acids, seed fatty acids and pulp phenolics were quantified across eight taxa;1-s2.0-S0963996922010535-main.pdf;4;7;7;2;303;47;28;4;10
L326;10.1016/j.plaphy.2021.12.020;2022;Sa et al.;Spatio-temporal characterization of the fruit metabolism in contrasting accessions of Macauba (Acrocomia aculeata);Plant Physiology and Biochemistry;171:14-25;Acrocomia aculeata;Mesocarp and endosperm;Include;Developmental biochemical composition;Seven metabolite/reserve pools were quantified across three accessions and fruit stages;1-s2.0-S0981942821006343-main.pdf;1;1;1;2;189;7;3;4;6
L329;10.1002/cbdv.202100788;2022;Oliveira et al.;Natural Occurring Phenolic Derivatives from Mauritia flexuosa (Buriti) Stems and Their Potential Antibacterial Activity against MRSA;Chemistry & Biodiversity;19:e202100788;Mauritia flexuosa;Stems;Include;Direct isolation and structure elucidation;Seven compounds were isolated, including four new natural products;Chemistry   Biodiversity - 2022 - Oliveira - Natural Occurring Phenolic Derivatives from Mauritia flexuosa  Buriti  Stems.pdf;1;1;1;1;7;7;1;2;3
L331;10.1155/2022/4129045;2022;Oluyori et al.;In Vivo Antiplasmodial Potential of the Leaf, Mesocarp, and Epicarp of the Raphia hookeri Plant;Evidence-Based Complementary and Alternative Medicine;2022:4129045;Raphia hookeri;Leaf, mesocarp and epicarp;Include;GC-MS and phytochemical assays;Twenty leaf constituents and organ-resolved class metrics were reported;Evidence-Based Complementary and Alternative Medicine - 2022 - Oluyori - In Vivo Antiplasmodial Potential of the Leaf .pdf;1;1;1;1;20;20;19;5;7
L333;10.1021/acsomega.0c06104;2021;Guedes et al.;Proanthocyanidins with Corrosion Inhibition Activity for AISI 1020 Carbon Steel under Neutral pH Conditions of Coconut Husk Fibers;ACS Omega;6:6893-6901;Cocos nucifera;Husk fibers;Include;HPLC, ESI-MS/MS, MALDI-TOF and phloroglucinolysis;Coconut husk proanthocyanidins and their subunit composition were characterized;ao0c06104.pdf;1;1;1;1;11;11;2;2;4
L334;10.1039/d2ra01306a;2022;El-hawary et al.;Secondary metabolites of Livistona decipiens as potential inhibitors of SARS-CoV-2;RSC Advances;12:19505-19511;Livistona decipiens;Leaves and fruit;Include;LC-HRESIMS dereplication;Twelve metabolites were dereplicated from leaf and fruit extracts;d2ra01306a.pdf;1;1;1;2;18;12;10;2;7
L335;10.1080/01480545.2020.1858854;2020;Malayil et al.;Borassus flabellifer haustorium extract prevents pro-oxidant mediated cell death and LPS-induced inflammation;Drug and Chemical Toxicology;Online ahead of print;Borassus flabellifer;Haustorium;Include;LC-MS phenolic profiling and class assays;Seven phenolics plus total polyphenol and flavonoid contents were reported;malayil2020.pdf;1;1;1;1;7;7;6;1;3
L336;10.1016/j.sajb.2023.03.018;2023;Mohammed et al.;Chemical composition and anti-proliferative activities of Hyophorbe lagenicaulis aerial parts and their biogenic nanoparticles supported by network pharmacology study;South African Journal of Botany;156:398-410;Hyophorbe lagenicaulis;Aerial parts;Include;UPLC-HESI-HRMS dereplication;Eighteen chromatographic signals were annotated, including a 4''-sulfated luteolin glucoside;1-s2.0-S0254629923001308-main.pdf;1;1;1;1;18;18;7;6;11
L337;10.1016/j.sajb.2023.08.026;2023;Mohammed et al.;Metabolic profiling and cytotoxic activities of ethanol extract of Dypsis leptocheilos aerial parts and its green synthesized silver nanoparticles supported by network pharmacology analysis;South African Journal of Botany;161:648-665;Dypsis leptocheilos;Aerial parts;Include;UPLC-HESI-HRMS dereplication;Twenty-one chromatographic signals representing 29 candidate structures were reported;1-s2.0-S0254629923004787-main.pdf;1;1;1;1;21;21;6;4;11
L339;10.1016/j.jep.2023.116612;2023;Queiros et al.;Effects of Mauritia flexuosa L. f. buriti oil on symptoms induced by Bothrops moojeni snake envenomation;Journal of Ethnopharmacology;313:116612;Mauritia flexuosa;Fruit pulp oil;Include;GC-MS oil profiling;Fifteen constituents accounted for 90.95% of the traditionally produced oil;1-s2.0-S0378874123004804-main.pdf;1;1;1;1;15;15;12;2;2
L340;10.1016/j.micpath.2023.106147;2023;Sampaio et al.;Chemical composition and antimicrobial potential of Acrocomia aculeata and Syagrus cearensis;Microbial Pathogenesis;180:106147;"Acrocomia aculeata; Syagrus cearensis";Seed fixed oils;Include;Fatty-acid profiling;Eight fatty acids were quantified in each seed oil;1-s2.0-S0882401023001808-main.pdf;2;2;2;1;16;8;8;1;1
L341;10.1016/j.bcab.2022.102423;2022;Oliveira et al.;Synchronization between photosynthetic responses to seasonality during fruit development and fatty acid profile of mesocarp oil in macauba;Biocatalysis and Agricultural Biotechnology;43:102423;Acrocomia aculeata;Developing fruit mesocarp oil;Include;Developmental fatty-acid profiling;Five principal fatty acids were followed across fruit development;1-s2.0-S1878818122001505-main.pdf;1;1;1;1;5;5;4;1;1
L344;10.1002/cbdv.202300340;2023;Dubey et al.;Metabolomic Profile by GC/MS and Antioxidant, Antidiabetic and Anti-Inflammatory Activities of Green Solvent Extracts of Heterospathe elata Leaves;Chemistry & Biodiversity;20:e202300340;Heterospathe elata;Leaves;Include;GC-MS and class-level assays;Nineteen GC-MS constituents were quantified in the hydroalcoholic extract;Chemistry   Biodiversity - 2023 - Dubey - Metabolomic Profile by GC MS and Antioxidant  Antidiabetic and Anti‐Inflammatory.pdf;1;1;1;1;19;19;15;4;4
L345;10.1002/fsn3.3196;2023;Shajib et al.;GC-MS analysis and pharmacological evaluations of Phoenix sylvestris seeds;Food Science & Nutrition;11:1553-1562;Phoenix sylvestris;Seeds;Include;GC-MS and class-level assays;Forty-two GC-MS constituents plus total phenolics and flavonoids were reported;Food Science   Nutrition - 2022 - Shajib - GC MS analysis and pharmacological evaluations of Phoenix sylvestris  Roxb  .pdf;1;1;1;1;42;42;23;5;9
L346;10.1002/fsn3.3489;2023;Srinivasan et al.;GC-MS, alpha-amylase, and alpha-glucosidase inhibition and molecular docking analysis of Phoenix pusilla fruit;Food Science & Nutrition;11:5304-5317;Phoenix pusilla;Ripe fruits;Include;GC-MS profiling;Twenty-five GC-MS constituents were quantified by relative abundance;Food Science   Nutrition - 2023 - Srinivasan - GC‐MS  alpha‐amylase  and alpha‐glucosidase inhibition and molecular docking.pdf;1;1;1;1;25;25;17;4;5
L348;10.1002/jsf2.158;2023;Romero-Estevez et al.;Exploring fruit lipid diversity in a neglected group of tropical palms: The tribe Phytelepheae;JSFA Reports;3:549-560;"Phytelephas aequatorialis; Aphandra natalia; Ammandra decasperma";Fruit mesocarp oil;Include;Fatty acids, tocochromanols and carotenoids;Species-level lipid means and vitamin pigments were reported;JSFA Reports - 2023 - Romero‐Estévez - Exploring fruit lipid diversity in a neglected group of tropical palms  The tribe.pdf;3;3;3;1;36;12;10;2;2
L349;10.1080/16583655.2023.2254908;2023;Alaida and Aldhebiani;Phytochemical studies on Arecaceae growing in Al-Madinah Al-Munawarah, Saudi Arabia;Journal of Taibah University for Science;17:2254908;"Phoenix dactylifera; Hyphaene thebaica";Leaves;Include;LC-DAD/LC-MS profiling;Eleven phenolics/flavonoids were quantified across 14 date cultivars and doum;Phytochemical studies on Arecaceae growing in Al-Madinah Al-Munawarah  Saudi Arabia.pdf;2;2;2;1;155;11;9;2;4
L350;10.1080/13880209.2023.2200841;2023;Elhefni et al.;Promising anti-Helicobacter pylori and anti-inflammatory metabolites from unused parts of Phoenix dactylifera CV. Zaghloul: in vitro and in silico study;Pharmaceutical Biology;61:657-665;Phoenix dactylifera;Fibrous mesh and fruitless bunch;Include;Isolation and NMR/MS structure elucidation;Eleven compounds were isolated, including new photodactolide A;Promising anti-Helicobacter pylori and anti-inflammatory metabolites from unused parts of Phoenix dactylifera CV  Zaghloul   in vitro and in silico st.pdf;1;1;1;2;11;11;9;3;7
L351;10.1039/d3ra01229h;2023;El-Hawary et al.;Metabolic profiling and biological activity of two Livistona species: L. chinensis and L. australis;RSC Advances;13:14855-14862;"Livistona chinensis; Livistona australis";Leaves and fruits;Include;LC-HR-ESIMS dereplication and isolation;"Forty-four metabolites were profiled; sulfate isomer signals and one tricin sulfate were retained conservatively";d3ra01229h.pdf;1;2;2;2;94;31;18;2;6
L353;10.1080/01480545.2020.1777151;2020;Guex et al.;Tucuma (Astrocaryum aculeatum) extract: phytochemical characterization, acute and subacute oral toxicity studies in Wistar rats;Drug and Chemical Toxicology;Online ahead of print;Astrocaryum aculeatum;Fruit pulp;Include;GC-MS, HPLC-DAD and carotenoid profiling;Twenty-seven compounds were quantified in the n-hexane fraction;guex2020.pdf;1;1;1;1;27;26;18;3;3
L355;10.1016/j.fitote.2023.105515;2023;Zhang et al.;Retro-dihydrochalcones from the resin of Daemonorops draco and their inhibitory activities against renal fibrosis;Fitoterapia;168:105515;Daemonorops draco;Resin;Include;Isolation and structure elucidation;Five new retro-dihydrochalcones, daedracoflavans A-E, were elucidated;1-s2.0-S0367326X23000904-main.pdf;1;1;1;1;5;5;0;1;1
L356;10.1016/j.fitote.2024.105857;2024;Aquino et al.;Antiulcer activity of Mauritia flexuosa L.f. (Arecaceae) pulp oil: An edible Amazonian species with functional properties;Fitoterapia;174:105857;Mauritia flexuosa;Fruit pulp oil;Include;Physicochemical, fatty-acid and GC-MS profiling;Oleic acid represented 77.17% of the oil fatty-acid profile;1-s2.0-S0367326X24000406-main.pdf;1;1;1;1;8;8;4;3;3
L357;10.1016/j.jep.2025.120235;2025;El-Sayed et al.;Chemical profile and in-vivo antiulcer activity of Aiphanes eggersii Burret aerial parts: Involvement of Nrf2/HO-1 activation and NF-kB suppression;Journal of Ethnopharmacology;352:120235;Aiphanes eggersii;Leaves/aerial parts;Include;Isolation and HPLC-ESI-MS/MS profiling;Seven known metabolites were isolated and 51 chromatographic constituents tentatively assigned;1-s2.0-S0378874125009250-main.pdf;1;1;1;1;58;51;34;3;10
L358;10.1016/j.jfca.2023.105155;2023;Heck et al.;Standardization of acai extracts for in-vitro assays based on anthocyanin quantitation;Journal of Food Composition and Analysis;118:105155;Euterpe oleracea;Fruit puree, raw material and supplements;Include;LC-ESI-QTOF-MS anthocyanin quantitation;Four anthocyanins were quantified in 12 extracts at day 0 and day 30;1-s2.0-S0889157523000297-main.pdf;1;1;1;1;4;4;0;1;1
L359;10.1016/j.foodres.2024.114735;2024;Menezes et al.;Fatty acids and volatile compound of cooked green licuri (Syagrus coronata) and naturally ripe licuri almonds from native flora, popularly consumed in Brazil;Food Research International;191:114735;Syagrus coronata;Cooked green and naturally ripe almonds;Include;Proximate, fatty-acid and HS-SPME-GC-MS profiling;Fourteen fatty-acid methyl esters and 36 volatiles were quantified;1-s2.0-S0963996924008056-main.pdf;1;1;1;1;50;49;46;4;6
L360;10.1016/j.heliyon.2024.e39207;2024;Moharram et al.;Chemical characterization, neuroprotective effect, and in-silico evaluation of the petroleum ether extract of three palm tree species against glutamate-induced excitotoxicity in rats;Heliyon;10:e39207;"Aiphanes eggersii; Carpoxylon macrospermum; Jubaeopsis caffra";Leaves;Include;GC-MS profiling;The three petroleum ether extracts yielded 48, 18 and 45 GC-MS annotations;1-s2.0-S2405844024152383-main.pdf;3;3;3;1;111;96;67;5;10
L361;10.1016/j.jafr.2023.100572;2023;Naik et al.;Valorization of tender coconut mesocarp for the formulation of ready-to-eat dairy-based dessert (Kheer): Utilization of industrial by-product;Journal of Agriculture and Food Research;12:100572;Cocos nucifera;Tender fruit mesocarp;Include;HPLC phenolics and class-level assays;Seven phenolic compounds and four class-level antioxidant metrics were quantified;1-s2.0-S2666154323000790-main.pdf;1;1;1;1;7;7;6;1;3
L364;10.1002/cbdv.202400865;2024;Ahmed et al.;"Phytochemical Analysis, and Antioxidant and Hepatoprotective Activities of Chamaerops humilis L. Leaves; A Focus on Xanthine Oxidase";Chemistry & Biodiversity;21:e202400865;Chamaerops humilis;Leaves;Include;Isolation and spectroscopy;Eleven known compounds were isolated by chromatography and elucidated spectroscopically;Chemistry   Biodiversity - 2024 - Ahmed - Phytochemical Analysis  and Antioxidant and Hepatoprotective Activities of.pdf;1;1;1;1;11;11;7;4;7
L365;10.1039/d4ra02705a;2024;Mokhtar et al.;Phytochemical profiling of Livistona carinensis leaf extract via UHPLC-QTOF-MS/MS with assessment of antiviral mechanisms;RSC Advances;14:21300-21306;Livistona carinensis;Leaves;Include;UHPLC-QTOF-MS/MS profiling;"Seventy-two tentative metabolites were reported; exact full identities reside in an unavailable supplement";d4ra02705a.pdf;1;1;1;1;11;11;10;3;6
L366;10.1590/s2175-97902024e23348;2024;Mohamed et al.;Phytochemical Screening and chemical investigation of lipoidal matter of the leaves of Latania verschaffeltii Lem. Family Arecaceae cultivated in Egypt;Brazilian Journal of Pharmaceutical Sciences;60:e23348;Latania verschaffeltii;Leaves;Include;GC-MS lipoidal profiling;Twenty-five fatty-acid derivatives and 28 unsaponifiable constituents were quantified;download.pdf;1;1;1;1;53;53;37;4;7
L369;10.1002/jsfa.12933;2024;Tunin et al.;Method development and validation for analysis of microencapsulated cyanidin-3-O-rutinoside in dairy samples containing jucara palm fruit by high-performance liquid chromatography;Journal of the Science of Food and Agriculture;104:10-13;Euterpe edulis;Fruit crude extract and dairy products;Include;Direct isolation and HPLC quantitation;Cyanidin-3-O-rutinoside was isolated and followed over 21 days in two dairy preparations;J Sci Food Agric - 2023 - Tunin - Method development and validation for analysis of microencapsulated.pdf;1;1;1;1;1;1;1;1;1
L370;10.1016/j.phytochem.2024.114373;2025;Wang et al.;Piperidine and bis-piperidine alkaloids from the peels of Areca catechu and their monoamine oxidases inhibitory activity;Phytochemistry;232:114373;Areca catechu;Fruit peels;Include;Direct isolation and structure elucidation;Eleven new piperidine alkaloids, including four bis-piperidines, were elucidated;1-s2.0-S0031942224004102-main.pdf;1;1;1;1;11;11;0;1;1
L371;10.1016/j.foodchem.2026.148743;2026;Soares et al.;Metabolomics analysis and in vitro and cellular bioactivity after simulated gastrointestinal digestion/Caco-2 cell transport of Amazonian Oenocarpus berries;Food Chemistry;510:148743;"Oenocarpus bacaba; Oenocarpus minor";Fruit pulp;Include;LC-MS/MS metabolomics and class assays;"Six named phenolics were explicit in the main text; the complete top-50 tables were supplementary";1-s2.0-S0308814626009015-main.pdf;1;1;2;1;6;6;5;2;3
L372;10.1016/j.foodchem.2026.150319;2026;Lima et al.;Metabolomic profile of edible Amazonian Arecaceae fruits by FT-ICR-MS: Insights into chemical, nutritional and antioxidant profiles;Food Chemistry;525:150319;"Euterpe oleracea; Bactris gasipaes; Mauritia flexuosa; Oenocarpus bacaba; Astrocaryum aculeatum";Fruit pulp;Include;FT-ICR-MS formula profiling and targeted assays;"More than 10,000 formulas were annotated; folate vitamers and four class metrics were quantified";1-s2.0-S0308814626024799-main.pdf;4;4;4;1;13;5;1;2;2
L376;10.1016/j.bcab.2026.104134;2026;Islam et al.;Comprehensive phytochemical profiling and multimodal evaluation of the antioxidant, analgesic, and anti-inflammatory potential of Rhapis excelsa leaves;Biocatalysis and Agricultural Biotechnology;75:104134;Rhapis excelsa;Leaves;Include;GC-MS and class-level assays;Twenty-eight GC-MS library matches and four phytochemical totals were reported;1-s2.0-S1878818126002173-main.pdf;1;1;1;1;28;28;20;3;4
L377;10.1016/j.fochms.2025.100289;2025;Fang et al.;Targeted metabolomic and transcriptomic reveal the regulatory network of ultrasound on polyphenol biosynthesis in tender coconut flesh during storage;Food Chemistry: Molecular Sciences;11:100289;Cocos nucifera;Tender fruit flesh;Include;Targeted UPLC-MS/MS quantitation;Thirty-six polyphenols were quantified in five treatment/time groups;1-s2.0-S2666566225000504-main.pdf;1;1;1;1;36;36;32;2;9
L378;10.1016/j.afres.2026.102362;2026;Hasan et al.;Low-calorie fruit spread from palmyra palm fruit: Effect of stevia on proximate composition, physicochemical properties, bioactive compounds, and sensory properties;Applied Food Research;6:102362;Borassus flabellifer;Fruit pulp and spreads;Include;Food-composition and class-level assays;Vitamin C and class-level bioactives were quantified in pulp and three spreads;1-s2.0-S277250222600702X-main.pdf;1;1;1;1;1;1;1;1;1
L381;10.1002/cbdv.202503245;2026;Araújo et al.;Modifying Effect of the Antibiotic Action, Membrane Permeability, and ADMET/Toxicity Profile of the Fixed Oil From the Pulp of Mauritia Flexuosa F.L. (Arecaceae);Chemistry & Biodiversity;23:e202503245;Mauritia flexuosa;Fruit pulp fixed oil;Include;GC-MS after transesterification;Five constituents accounted for 95.39% of the fixed-oil chromatogram;Chemistry   Biodiversity - 2026 - Araújo - Modifying Effect of the Antibiotic Action  Membrane Permeability  and ADMET.pdf;1;1;1;1;5;5;5;1;1
L383;10.1111/1750-3841.70026;2025;Heriyanto et al.;Comparison of major carotenoid composition in palm fruits (Arecaceae): An analysis of oil palm fruits and the colored exocarp fruits of four palm species;Journal of Food Science;90:2;"Ptychosperma macarthurii; Adonidia merrillii; Phoenix loureiroi; Wodyetia bifurcata; Elaeis guineensis";Fruit exocarp and mesocarp;Include;HPLC and LC-MS/MS carotenoid quantitation;Lutein, alpha-carotene, beta-carotene and lycopene were quantified in five species;Journal of Food Science - 2025 - Heriyanto - Comparison of major carotenoid composition in palm fruits  Arecaceae   An.pdf;5;5;5;1;20;4;2;2;2
